menu,bahan,langkah,hasil,kalori_kkal,lemak_g,karbohidrat_g,protein_g,serat_g,kolesterol_mg,gambar_url
Spring Roll Ayam,"['1. 8 ml roasted sesame dressing', '2. 1 sedang rice paper', '3. 10 gram daging dada ayam (ayam pedaging, dipanggang, dimasak)', '4. 10 gram wortel', '5. 10 gram mentimun (dengan kulit)', '6. 15 gram bihun (dimasak)']","['1. Rebus bihun, tiriskan.', '2. Potong sayur.', '3. Celup rice paper 2 detik di air.', '4. Siapkan dan gulung kertas nasi dengan bihun, ayam dan sayuran di dalamnya. Gunakan saus wijen sebagai saus.']",1 porsi,119,3.09,16.86,4.11,0.8,8,https://m.ftscrt.com/static/recipe/eb63a2e9-07c5-4670-9ddd-3f5e668eb6d6.jpg
Salad Mentimun dengan Coleslaw,"['1. 35 g mayonnaise roasted sesame', '2. 142 gram kentang rebus', '3. 195 gram selada kol', '4. 135 gram jagung rebus', '5. 155 gram mentimun (dengan kulit)']","['1. Cuci semua sayuran dengan air mengalir.', '2. Potong sayuran sesuai keinginan.', '3. Rebus air hingga mendidih lalu rebus jagung dan kentang. Biarkan agak dingin.', '4. Campur semua sayuran dalam mangkuk dan tambahkan sisa bahan.', '5. Pindahkan ke mangkuk dan sajikan.']",1 porsi,525,18.06,88.56,10.39,10.1,16,https://m.ftscrt.com/static/recipe/f0c62326-e874-4d46-962e-09cbc14c79a3.jpg
Gulungan Salad Daging Sapi Asap,"['1. 1 sedang rice paper', '2. 17 g keju slice', '3. 50 g smoked beef', '4. 20 gram wortel', '5. 20 gram mentimun (kupas)', '6. 30 gram selada air']","['1. Celupkan rice paper ke air hangat hingga lemas & mudah dibentuk.', '2. Susun semua bahan di atas rice paper lalu gulung.', '3. Salad siap disajikan.']",1 porsi,180,6.78,17.04,11.72,1.2,20,https://m.ftscrt.com/static/recipe/3561e4db-f6a7-449b-8a67-0d653b5dc87f.jpg
Salad,"['1. 3 g lada putih bubuk', '2. jus dari 1 jeruk nipis', '3. 1 sdm olive oil', '4. 50 gram tomat', '5. 30 gram jamur dimasak (lemak ditambahkan dalam masakan)', '6. 50 gram bawang bombay dimasak', '7. 4 sdt, tumbuk oregano', '8. 1 sdm garam', '9. 2 sdm madu', '10. 50 gram selada', '11. 50 gram telur ceplok', '12. 50 gram mentimun (kupas)']","['1. Cuci semua bahan untuk salad.', '2. Kupas dan potong tipis bawang bombay lalu tumis dengan sedikit minyak dan garam secukupnya.', '3. Potong potong tipis jamur lalu tumis dengan sedikit minyak dan garam secukupnya.', '4. Kupas mentimun lalu buang bijinya dan potong kecil kecil.', '5. Buang biji tomat dan potong kecil kecil.', '6. Keringkan selada dan potong sesuai selera.', '7. Ceplok telur dengan sedikit minyak dan beri garam secukupnya.', '8. Untuk dressingnya : \nCampurkan air jeruk nipis, madu, garam, merica, oregano, dan olive oil.']",1 porsi,475,26.49,55.72,10.37,6.5,228,https://m.ftscrt.com/static/recipe/64343068-e4a2-4315-abb1-61511a7a3f82.jpg
Salad Selada Nanas Tomat Cerry,"['1. 1 iris jeruk nipis', '2. 1 sdm minyak zaitun ekstra virgin', '3. 20 ml saus siram wijen sangrai', '4. 1/4 sdt bubuk cabai', '5. 50 gram nanas', '6. 4 tomat anggur', '7. 50 gram selada daun hijau']","['1. Cuci bersih selada, tomat, nanas.', '2. Rendam dlm air garam selama 15-20 menit.', '3. Bilas bahan tersebut dengan air bersih, potong2 sesuai selera.', '4. Keringkan dengan pengering sayuran.', '5. Campur rata smua bahan salad dressing (kewpie saus siram wijen sangrai+minyak zaitun+sari kurma+bawang putih bubuk+cabe bubuk (optional)+perasan air jeruk nipis.', '6. Siram salad dressing ke salad yg telah disajikan, aduk2, siap utk disantap.']",1 porsi,233,19.43,14.16,2.17,2.1,0,https://m.ftscrt.com/static/recipe/88927be0-c6c8-41c4-b82e-9441bdb59263.jpg
Acar Timun Nanas,"['1. 50 gram jeruk nipis', '2. 2 sedang bawang merah', '3. 1 sdm cabai merah atau rawit', '4. 1 sdt garam', '5. 100 gram nanas', '6. 50 gram wortel', '7. 1 mentimun (dengan kulit)', '8. 1 sedang paprika hijau', '9. 20 gram gula pasir']","['1. Potong dadu mentimun, buang tengah-tengahnya, begitu juga dengan nenas dan wortel.', '2. Iris tipis bawang merah dan cabe rawit dan cabe hijau.', '3. Campurkan semua bahan, tambahkan air jeruk nipis, gula dan garam.', '4. Siap di sajikan.']",3 porsi,113,0.66,28.13,2.33,4.1,0,https://m.ftscrt.com/static/recipe/8f354947-ebb2-431b-9e36-29fbe3e23bf5.jpg
Spring Roll,"['1. 1/4 besar telur goreng', '2. 1 sdm roasted sesame dressing', '3. 4 kecil udang kukus atau rebus', '4. 3 kecil rice paper', '5. 1/2 besar utuh tomat', '6. 1 sdm mayones', '7. 1/4 mangkok bihun (dimasak)', '8. 50 gram wortel', '9. 50 gram kembang kol', '10. 50 gram selada daun hijau']","['1. Siapkan bahan bahan isian.', '2. Rendam beberapa detik rice paper dalam air hangat.', '3. Bungkus semua bahan dalam rice paper.', '4. Untuk dressing : Campur salad dressing toasted sesame (kewpie) dengan mayonais.', '5. Spring roll siap disajikan.']",1 porsi,332,12.7,43.24,10.17,5.1,88,https://m.ftscrt.com/static/recipe/e98a016b-1bf7-4053-aeed-74fdb2746a74.jpg
Bolu Tape,"['1. 10 g baking powder', '2. 80 ml susu uht low fat', '3. 150 g margarine', '4. 210 g tepung terigu', '5. 6 besar telur', '6. 300 gram tape singkong', '7. 210 gram gula pasir']","['1. Lumatkan tape dengan susu, sisihkan.', '2. Kocok telur dan gula hingga putih kental berjejak.', '3. Masukan tape yang sudah dilumatkan ke dalam adonan telur aduk rata.', '4. Masukan terigu dan baking powder ke dalam adonan aduk rata.', '5. Terakhir masukan margarine dalam adonan aduk rata jangan sampai ada cairan yang mengendap di bawah adonan.', '6. Tuang dalam loyang panggang dengan suhu 160Â°C selama 50menit atau sampai bolu matang.', '7. Tes kematangan bolu dengan menusuk bolu jika sudah tidak ada adonan menempel maka bolu matang sempurna.']",16 porsi,233,9.31,31.31,4.27,0.3,80,https://m.ftscrt.com/static/recipe/5d9f2847-9921-4abf-a285-8b711e62be43.jpg
Sandwich,"['1. 1 daun sedang selada', '2. 1 sachet saus sambal', '3. 2 lembar roti tawar gandum', '4. 1 slice keju slice', '5. 100 gram telur ceplok']","['1. Siap kan bahan.', '2. Panggang roti di pan tanpa minyak hingga mencoklat rata.', '3. Ceplok telur, tambahkan garam sejumput, kocok telur dan goreng.', '4. Susun roti dengan bahan bahan yang sudah disiapkan.']",1 porsi,467,23.82,38.12,20.7,6.1,457,https://m.ftscrt.com/static/recipe/6b4d7f9a-b598-4347-aa8e-744550ca847c.jpg
Banana Oat Cookies,"['1. 6 g choco chips', '2. 10 gram kismis', '3. 60 g havermout oatmeal instan', '4. 3 kurma', '5. 125 gram pisang']","['1. Lumatkan pisang sampai halus dengan garpu.', '2. Tambahkan oat dan bahan lainnya, campur sampai menyatu.', '3. Ambil sesendok campuran dan letakkan di airfryer / loyang, tekan ratakan dengan garpu.', '4. Panggang kue dengan suhu 160Â°C selama 30 menit.', '5. Angkat dan dinginkan. Siap disajikan.']",4 porsi,120,2.06,25.29,2.57,3.6,0,https://m.ftscrt.com/static/recipe/dc63ff91-5ee7-44c1-8522-6f90335d4f88.jpg
Bagel,"['1. 0,4 sdm,kering ragi', '2. 1 sdm minyak goreng', '3. 300 g tepung terigu cakra kembar', '4. 50 g tepung terigu kunci biru', '5. 1 sdt garam', '6. 190 ml air', '7. 10 gram madu', '8. 10 gram gula pasir']","['1. Campur semua bahan kecuali minyak dan uleni selama 2 menit.', '2. Tambahkan minyak lalu uleni kembali adonan hingga kalis. Biarkan mengembang selama 1 jam.', '3. Bagi adonan menjadi 6 bagian, diamkan selama 15 menit.', '4. Bentuk menjadi bagel dan diamkan selama 40 menit lagi.', '5. Rebus air dalam panci, tambahkan gula merah, saat mendidih tambahkan campuran bagel dan didihkan setiap sisi selama 20 detik.', '6. Taruh di atas loyang. Panggang dalam oven dengan suhu 180Â°C selama 20 menit.']",6 porsi,233,2.29,46.76,7.06,0.2,0,https://m.ftscrt.com/static/recipe/d67fc8b7-0ee1-4717-b81d-b557c840570d.jpg
Vegan Cookies,"['1. 5 g cornflakes', '2. 5 g dark chocolate chips', '3. 6 sdt fiber creme', '4. 2 sdm virgin coconut oil', '5. 150 g rolled oats', '6. 10 gram cranberry kering', '7. 1 sdt ekstrak vanila', '8. 3 sdm madu', '9. 10 gram kismis (tanpa biji)', '10. 6 gram chia seed', '11. 10 gram biji bunga matahari kering (tanpa garam)']","['1. 100 gr blender rolled oats menjadi tepung.', '2. Campur chia seed dengan 3 sdm air matang dan diamkan menjadi set.', '3. Campur tepung, chia seed dan madu, aduk rata.', '4. Masukan semua bahan lainnya.', '5. Bentuk adonan.', ""6. Panaskan oven 20 menit sebelum masak suhu 25'.""]",20 porsi,63,2.29,9.73,1.21,1.4,0,https://m.ftscrt.com/static/recipe/58c1a644-41f6-4840-a0f4-173470d7c36a.jpg
Bolu Sagon Kelapa,"['1. 1 sejumput garam laut', '2. 9 sdm minyak goreng', '3. 3 besar telur', '4. 1 sdt baking soda', '5. 100 gram kelapa kering', '6. 93 gram gula pasir', '7. 120 gram tepung terigu putih (semua keperluan)']","['1. Kocok telur, gula, ovalet Â¼ sdt, dan garam sejumput hingga mengembang dan berwarna pucat.', '2. Masukkan kelapa parut kering, tepung terigu, dan baking powder. Aduk hingga merata.', '3. Tambahkan minyak sayur dan aduk hingga tercampur rata.', '4. Siapkan loyang, tataki dengan kertas baking dan diolesi mentega.', '5. Tuangkan adonan ke loyang. Panggang di oven pada suhu 180 C selama 30-35 menit.', '6. Angkat dan sajikan.']",5 porsi,499,34.31,41.87,7.63,3.9,127,https://m.ftscrt.com/static/recipe/48b49dc1-f0b1-4ef5-95ae-947cfa61814c.jpg
Oatbanana Cookies,"['1. 100 gram pisang', '2. 5 gram chia seed', '3. 70 gram oat']","['1. Penyetkan pisang sampai hancur.', '2. Masukan oatmeal dan chiaseed.', '3. Aduk lalu cetak dan panggang di suhu 200â€¢C selama 15menit.']",1 porsi,385,6.7,71.42,13.69,11.9,0,https://m.ftscrt.com/static/recipe/a83386c8-d69d-453f-9902-e8bd9a463061.jpg
Prol Tape Keju,"['1. 2 sendok makan kental manis', '2. 50 g cheddar cheese', '3. 70 g unsalted butter', '4. 100 g tepung terigu cakra kembar', '5. 5 besar kuning telur', '6. 400 gram tape singkong', '7. 1/2 sdt garam', '8. 1/2 sdt ekstrak vanila', '9. 100 gram gula pasir']","['1. Haluskan tape, masukkan vanili, SKM.', '2. Kocok 4 kuning telur dengan gula sampai larut dengan wisk, kemudian campurkan dengan adonan tape, aduk sampai rata, masukkan sedikit-sedikit tepung terigu dan butter yg sudah dilelehkan. Masukkan ke loyang yg sudah dialasi kertas roti dan dioles margarin.', '3. Masukkan ke oven panggang api atas bawah 20 menit suhu 180, keluarkan oles dengan 1 butir kuning telur dan tabur keju parut. Oven lagi 30 menit.']",16 porsi,157,6.13,22.65,2.85,0.4,76,https://m.ftscrt.com/static/recipe/40a07461-1480-47ce-939d-f5900d4305e2.jpg
Banana Oat Cake,"['1. 2 g classic', '2. 16 g selai kacang', '3. 1 lembar singles', '4. 52 ml low fat high calcium rasa coklat (200ml)', '5. 50 g instant whole oats', '6. 58 gram telur', '7. 69 gram pisang', '8. 20 gram kacang almond']","['1. Kocok telur menggunakan ballon wishk sampai berbusa, masukan kopi, selai,dan pisang yg sudah dilumatkan terlebih dahulu. Kocok sebentar.', '2. Masukan oat (me: diblender) dan almond cacah aduk rata. Tuang susu aduk kembali.', '3. Tuang ke loyang yg sdh dioles minyak, ratakan, beri topping keju slice.', '4. Panggang di oven yg sdh dipanaskan selama 30m.']",2 porsi,323,16.01,32.2,14.4,5.6,124,https://m.ftscrt.com/static/recipe/cca1aae7-25a5-44f4-82f5-994cc3bd51d0.jpg
Vegan Chocolate Strawberry Banana Cake,"['1. 1 sejumput garam laut', '2. 25 g granola chocolate vanilla', '3. 200 g wholegrain rolled oats', '4. 120 ml minyak jagung', '5. 150 ml almond milk', '6. 2 sedang telur', '7. 3 kecil pisang', '8. 1 sdt baking soda']","['1. Campur semua bahan oats ( yg sudah di hancurin jdj tepung , susu almond , telur pisang , baking soda , garam himalaya , granola.', '2. Granola di hancurin dulu pakek air panas.', '3. Semua di mixer.', '4. Lalu tambah kecetakan.', '5. Cetakan di masukan ke oven suhu 210 selama 40 menit.']",8 porsi,291,17.68,28.06,6.51,4.2,47,https://m.ftscrt.com/static/recipe/846d26ec-e0cb-47ac-8468-25b5284399d8.jpg
Bolu Pisang Oat Kukus,"['1. 5 g keju cheddar', '2. 1 sedang telur', '3. 6 sendok makan instant oatmeal', '4. 2 sedang pisang', '5. 1 sdt baking soda']","['1. Blender oat agak halus.', '2. Campur telur dan oat yang sudah d blender beserta baking powder.', '3. Haluskan pisang.', '4. Tuang pisang yang sudah halus ke adonan.', '5. Siapkan loyang dan Kukusan.', '6. Kukus kurang lebih 30menit.', '7. Sajikan.']",11 porsi,46,1.06,8.25,1.51,1,17,https://m.ftscrt.com/static/recipe/a70d08ad-a53f-4c8c-801b-b5556b96f6cf.jpg
Roti Tawar,"['1. 3 1/2 gram ragi', '2. 20 gram margarin', '3. 30 g susu bubuk full cream', '4. 1 besar telur', '5. 1 sejumput garam', '6. 120 ml air', '7. 20 gram gula bubuk', '8. 180 gram tepung terigu putih (semua keperluan)']","['1. Campurkan semua bahan kecuali margarin dan garam.', '2. Setelah bahan tercampur, masukan margarin dan aduk hingga semua bahan tercampur dan adonan menjadi kalis.', '3. Istirahatkan adonan selama 1 jam, biarkan hingga adonan mengembang 2 kali lipat dari ukuran semula.', '4. Panggan adonan menggunakan oven selama 30 menit dengan suhu 180Â°C.', '5. Setelah roti matang, oleskan margarin pada roti selagi hangat.', '6. Roti siap disajikan.']",8 porsi,134,3.34,21.25,4.17,1.4,26,https://m.ftscrt.com/static/recipe/134a0c2b-3e5d-4fe3-a74e-f415bc70b9a5.jpg
Milk Tea Chiffon,"['1. 15 g tepung pati jagung', '2. 80 ml susu UHT full cream', '3. 5 besar telur', '4. 60 gram minyak sayur canola', '5. 95 gram gula pasir', '6. 120 gram tepung terigu putih (semua keperluan)']","['1. Mixer putih telur.', '2. Campur kuning telur dan bahan lainnya.', '3. Oven selama 1 jam dengan panas 160Â°c.']",13 porsi,138,6.77,15.75,3.53,0.2,82,https://m.ftscrt.com/static/recipe/b72547f5-3a55-4933-9e7b-aa209f1a1e5b.jpg
Tumis Kubis,"['1. 2 gram udang rebon', '2. 3 g kaldu jamur', '3. 1/2 sdm saus tiram', '4. 400 gram kubis hijau', '5. 30 gram cabai merah atau rawit', '6. 45 gram bawang merah', '7. 1 kecil utuh tomat merah', '8. 20 gram bawang putih', '9. 20 gram gula merah']","['1. Potong sayuran sesuai ukuran yang diinginkan.', '2. Tumis bawang merah dan bawang putih dalam wajan yang diolesi sedikit minyak.', '3. Tambahkan bahan lainnya satu per satu.', '4. Tuang air secukupnya dan tutup. Masak hingga matang.']",4 porsi,89,1.55,19.17,3.4,4.9,0,https://m.ftscrt.com/static/recipe/17dcae94-b8d0-4236-bb60-e9047d920177.jpg
Toge Telur,"['1. 1 bungkus level 30', '2. 2 sdm saos tiram', '3. 50 g bakso daging sapi', '4. 1 sdm kecap manis sedaap', '5. 1 besar egg', '6. 150 gram sprouts', '7. 100 ml water']","['1. Rebus air, masukkan toge.', '2. Potong potong bakso, kocok telur lalu masukkan ke rebusan air.', '3. Tambah kecap, saori dan sedikit bubuk cabai. Rebus hingga matang.']",1 porsi,252,6.84,26.73,21.9,3.3,212,https://m.ftscrt.com/static/recipe/feb3a055-9e3c-4740-a8f8-83455953a5f2.jpg
Sawi Isi Ayam Udang,"['1. 1.5 g lada putih bubuk', '2. 7 g sajiku tepung bumbu serbaguna', '3. 15 g saus bumbu rasa tiram', '4. 30 ml kecap asin', '5. 5 sedang udang', '6. 40 gram sawi dimasak (dari segar)', '7. 1 sdt garam', '8. 1 sdt minyak wijen', '9. 1 sdt gula pasir', '10. 50 gram dada ayam', '11. 10 gram wortel']","['1. Kukus sawi hingga lunak, diamkan.', '2. Giling semua bahan (selain sawi) menggunakan chopper.', '3. Lebarkan lembaran sawi, beri adonan hasil gilingan, gulung.', '4. Kukus selama 20 menit.']",2 porsi,131,4.94,9.83,12.51,0.7,46,https://m.ftscrt.com/static/recipe/1016de03-9802-40d2-bf4b-1b1ef6784a1c.jpg
Tumis Buncis Tempe,"['1. 5 gram kaldu jamur', '2. 10 g saus tiram', '3. 225 gram buncis', '4. 18 gram bawang putih', '5. 200 ml air', '6. 39 gram bawang bombay', '7. 223 gram tempe']","['1. Potong-potong buncis dan tempe. Cincang bawang putih dan bawang bombay.', '2. Didihkan air, tambahkan bawang bombay, bawang putih, saus tiram dan kaldu jamur.', '3. Masukkan tempe dan buncis. Masak sampai buncis empuk.', '4. Siap disajikan.']",5 porsi,111,4.89,9.9,9.5,1.7,0,https://m.ftscrt.com/static/recipe/a85d2fdc-037e-4bee-826d-fe7b186bbd25.jpg
Tumis Tempe Labu Kacang Panjang,"['1. 1 g lada putih bubuk', '2. 5 gram kaldu jamur', '3. 11 g saus tiram', '4. 216 gram kacang panjang hijau', '5. 2 gram garam', '6. 33 gram bawang bombay', '7. 350 gram labu siam', '8. 21 gram bawang putih', '9. 366 gram tempe', '10. 200 ml air']","['1. Potong potong tempe, labu, kacang panjang, dan bawang bombay sesuai selera. Cincang bawang putih. Sisihkan.', '2. Didihkan air. Tambahkan bawang bombay, bawang putih, saus tiram, kaldu jamur, garam, dan lada.', '3. Masukkan tempe. Aduk rata. Diamkan sebentar sampai bumbu meresap ke tempe.', '4. Masukkan kacang panjang dan labu siam. Aduk rata, diamkan sebentar sampai sayuran matang.', '5. Siap disajikan.']",10 porsi,90,4.04,7.73,7.69,1.4,0,https://m.ftscrt.com/static/recipe/baba9ac3-cdb9-4f9e-a4cc-dee93bce7057.jpg
Bakso Ayam Oat,"['1. 3 g lada putih bubuk', '2. 1 sdm saos tiram', '3. 10 g tepung pati jagung', '4. 10 g kaldu jamur', '5. 1 besar telur', '6. 1/2 sdm minyak kelapa', '7. 52.5 g instant oatmeal', '8. 1 sdt garam', '9. 3 siung bawang putih', '10. 200 gram dada ayam (kulit tidak dimakan)', '11. 5 gram daun bawang', '12. 1 kecil bawang merah']","['1. Goreng bawang merah dg minyak kelapa hingga kering.', '2. Campur semua bahan dalam blender kecuali daun bawang. Tambahkan daun bawang dan bawang goreng.', '3. Rebus air hingga mendidih,kecilkan kompor. Masukkan bakso bentuk sesuai selera.', '4. Didihkan kembali rebus selama 10 menit, hingga bakso mengambang.', '5. Sajikan bisa di sup/dibakar.']",4 porsi,197,6.18,15.26,19.25,1.4,95,https://m.ftscrt.com/static/recipe/7115392f-0cb2-45cc-a831-47c62885c2ba.jpg
Kimchi Jiggae,"['1. 50 gram dada ayam rebus (kulit tidak dimakan)', '2. 50 gram tahu', '3. 1 besar putih telur', '4. 50 gram kimchi', '5. 50 gram bawang bombay', '6. 50 gram jamur kancing', '7. 1 sdm bubuk cabai', '8. 1 siung bawang putih', '9. 15 gram daun bawang']","['1. Oseng bawang putih dan bawang bombay tanpa minyak sampai layu.', '2. Masukin air kurleb 300ml.', '3. Masukin ayam dan tahu setelah ayam matang masukan kimchi dan jamur...', '4. Setelah semua layu masukan putih telur, bubuk cabai dan daun bawang aduk aduk. Taburi dengan nori dan biji wijen (opsional).']",1 porsi,210,5.72,17.03,26.12,5,38,https://m.ftscrt.com/static/recipe/ad0a84ed-9643-45d5-b50c-452542def1ab.jpg
Enoki Pedas Manis,"['1. 2 ml minyak goreng', '2. 2 sdm saos tiram', '3. 200 g jamur enoki', '4. 1 sdt bubuk cabai', '5. 1 sdt garam', '6. 1 sdm minyak wijen', '7. 2 siung bawang putih', '8. 2 sdm saus tomat', '9. 1 sdt gula pasir']","['1. Potong akar jamur dan cuci.', '2. Panaskan minyak dalam wajan dan tumis bawang putih hingga harum.', '3. Tambahkan sisa bahan secara bertahap.', '4. Masak selama 10 menit atau sampai empuk.']",2 porsi,134,8.0,14.56,3.61,1.6,0,https://m.ftscrt.com/static/recipe/6699115a-75a0-43b7-80e0-a6b488378953.jpg
Tumis Kecambah,"['1. 1 sdm sambal tabur', '2. 15 gram bawang merah', '3. 62 gram telur', '4. 71 gram tomat', '5. 100 gram kecambah', '6. 33 gram putih telur', '7. 1 sejumput lada hitam', '8. 1 sdt garam', '9. 6 gram bawang putih', '10. 25 gram daun bawang']","['1. Cuci dan potong sayuran.', '2. Masukkan tomat ke dalam wajan panas dan aduk sampai jusnya keluar.', '3. Tambahkan bawang putih dan bawang bombay. Aduk hingga harum.', '4. Masukkan sisa bahan satu per satu. Tambahkan air sesuai kebutuhan dan didihkan selama 3 menit.']",2 porsi,95,3.48,8.15,8.26,1.9,131,https://m.ftscrt.com/static/recipe/dec33b85-e1e7-45d5-9708-f407673d4287.jpg
Tumis Sayuran,"['1. 1 sejumput garam laut', '2. 1 1/2 sdm saos tiram', '3. 1 sejumput lada hitam', '4. 140 gram buncis', '5. 100 gram wortel', '6. 60 gram bawang bombay', '7. 3 siung bawang putih', '8. 120 gram kembang kol']","['1. Potong sayuran menjadi potongan-potongan kecil.', '2. Tumis bawang putih dan bawang bombay dalam wajan antilengket.', '3. Perlahan tambahkan sisa bahan. Masak hingga empuk.']",2 porsi,80,0.31,18.12,3.49,5.8,0,https://m.ftscrt.com/static/recipe/24c9d481-ed55-4da8-9e6a-8bf9e1937d14.jpg
Ayam Goreng Bumbu Kuning,"['1. 25 g bumbu racik ayam goreng', '2. 800 gram ayam', '3. 300 ml air']","['1. Bilas dan potong ayam.', '2. Masukkan air ke dalam panci, tambahkan bumbu ayam goreng dan didihkan.', '3. Masukkan potongan ayam, lalu masak dengan api kecil hingga empuk dan air menyusut.', '4. Goreng ayam di air fryer tanpa menggunakan minyak hingga matang.']",4 porsi,487,26.98,2.5,54.14,0,174,https://m.ftscrt.com/static/recipe/1584852f-c454-4a74-bedd-5990048ad453.jpg
Ayam Suwir Kecap,"['1. 10 g kaldu jamur', '2. 1 sdm minyak goreng', '3. 1 sdm kecap manis', '4. 1 sdm cabai merah atau rawit', '5. 150 gram dada ayam', '6. 30 gram bawang bombay']","['1. Rebus/kukus ayam sampai matang.', '2. Jika sudah matang, angkat lalu robek-robek daging ayam menjadi ukuran kecil.', '3. Cincang bawang bombay. Haluskan cabe rawit.', '4. Panasan minyak diatas wajan. Tumis bawang bombay dan cabe rawit. Tambahkan kecap, kaldu jamur dan garam dan merica.', '5. Masukkan ayam yang telah disuwir.', '6. Aduk hingga semua bumbu tercampur rata.', '7. Sajikan.']",1 porsi,492,23.02,22.89,45.52,1.8,124,https://m.ftscrt.com/static/recipe/4f2ba353-7ba6-4abb-be0b-85f579b10b7c.jpg
